epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,36.5413,1.62343,1.3783,1.20576,1,0.32069,0.63232,0.41501,1.12483,2.04968,0.91194,0.00132043,0.00132043,0.00132043
23,38.262,1.52666,1.27714,1.13344,0.99896,0.5638,0.78769,0.43858,1.42671,1.44442,1.01888,0.00130393,0.00130393,0.00130393
24,39.9138,1.55179,1.24174,1.15216,0.83761,0.64286,0.83875,0.42642,1.3854,1.1241,1.00352,0.00128742,0.00128742,0.00128742
25,41.5585,1.42169,1.28689,1.14192,0.85928,0.56475,0.87665,0.48114,1.19343,1.02061,0.94976,0.00127092,0.00127092,0.00127092
26,43.1827,1.50075,1.19633,1.10515,0.86745,0.54117,0.8349,0.42021,1.33614,0.99479,0.98799,0.00125442,0.00125442,0.00125442
27,44.7853,1.37764,1.13118,1.08011,0.66699,0.59384,0.76917,0.43503,1.3089,0.94602,0.97191,0.00123791,0.00123791,0.00123791
28,46.5479,1.39632,1.16925,1.09494,0.82628,0.73648,0.82305,0.52615,0.97554,0.81708,0.88373,0.00122141,0.00122141,0.00122141
29,48.1938,1.40787,1.11337,1.09446,0.71295,0.78571,0.83583,0.48372,1.10038,0.80906,0.90828,0.00120491,0.00120491,0.00120491
30,49.8825,1.47173,1.15995,1.12439,0.77525,0.75,0.81723,0.47703,1.12568,0.82052,0.91848,0.0011884,0.0011884,0.0011884
31,51.5504,1.42471,1.12951,1.09425,0.87977,0.75,0.74048,0.46147,1.01319,0.86965,0.90402,0.0011719,0.0011719,0.0011719
32,53.2197,1.37797,1.09152,1.06368,0.66589,0.71429,0.72829,0.45595,0.96717,0.9178,0.87985,0.0011554,0.0011554,0.0011554
33,54.8106,1.37076,1.15407,1.09588,0.5872,0.75,0.73896,0.47508,0.88975,0.86152,0.86456,0.00113889,0.00113889,0.00113889
34,56.4521,1.39669,1.13149,1.08462,0.62261,0.82143,0.72399,0.47571,0.93069,0.85725,0.87142,0.00112239,0.00112239,0.00112239
35,58.1092,1.39436,1.08478,1.11391,0.6557,0.87686,0.79405,0.48163,0.96971,0.87643,0.88192,0.00110589,0.00110589,0.00110589
36,59.8176,1.35522,1.0725,1.08412,0.7883,0.8871,0.90638,0.50136,1.01809,0.86331,0.88992,0.00108938,0.00108938,0.00108938
37,61.473,1.33146,1.04481,1.05668,0.90714,0.88943,0.9252,0.51535,1.05266,0.78175,0.89432,0.00107288,0.00107288,0.00107288
38,63.147,1.28103,1.054,1.06187,0.90138,0.85714,0.89933,0.50721,1.00983,0.71734,0.88259,0.00105638,0.00105638,0.00105638
39,64.8042,1.35795,1.02684,1.06678,0.88273,0.89286,0.8876,0.50197,1.03143,0.71951,0.88138,0.00103987,0.00103987,0.00103987
40,66.5254,1.27337,0.9589,1.04944,0.89197,0.96429,0.93493,0.55921,0.93971,0.70197,0.86415,0.00102337,0.00102337,0.00102337
41,68.1565,1.30035,0.98828,1.0743,0.83535,0.96429,0.90869,0.51883,1.01594,0.82281,0.89115,0.00100687,0.00100687,0.00100687
42,69.8484,1.29921,0.99082,1.07171,0.80679,0.92857,0.91132,0.5018,1.07929,0.86484,0.90913,0.000990365,0.000990365,0.000990365
43,71.5168,1.36271,0.97311,1.07073,0.79625,0.8967,0.86579,0.49461,1.10234,0.82584,0.90852,0.000973861,0.000973861,0.000973861
44,73.1972,1.33078,0.9408,1.07429,0.7605,0.92857,0.90394,0.54671,0.94414,0.71045,0.8768,0.000957358,0.000957358,0.000957358
45,74.8231,1.24201,0.9041,1.04218,0.882,0.85714,0.91957,0.58214,0.90302,0.70765,0.86403,0.000940855,0.000940855,0.000940855
46,76.4912,1.3054,0.99506,1.06446,0.94766,0.88475,0.93328,0.59673,0.91008,0.68639,0.85788,0.000924352,0.000924352,0.000924352
47,78.149,1.24089,0.90811,1.056,0.96308,0.88691,0.93396,0.57727,0.94278,0.68209,0.86232,0.000907848,0.000907848,0.000907848
48,79.8259,1.28692,0.91541,1.0511,0.9841,0.81163,0.8914,0.54864,0.96512,0.68709,0.87556,0.000891345,0.000891345,0.000891345
49,81.4964,1.24599,0.89271,1.02829,0.85786,0.89286,0.89131,0.55142,0.92953,0.64879,0.86883,0.000874842,0.000874842,0.000874842
50,83.1355,1.23663,0.94975,1.04498,0.907,0.89286,0.93004,0.55543,0.91359,0.63099,0.86698,0.000858338,0.000858338,0.000858338
51,84.7841,1.254,0.92929,1.04401,0.9541,0.89286,0.93307,0.58054,0.89741,0.61482,0.86278,0.000841835,0.000841835,0.000841835
52,86.4482,1.34682,0.98222,1.11276,0.94914,0.89286,0.93497,0.56541,0.92814,0.63294,0.86497,0.000825332,0.000825332,0.000825332
53,88.0762,1.25155,0.89537,1.05035,0.8727,0.84969,0.86457,0.53729,0.98092,0.62041,0.86836,0.000808828,0.000808828,0.000808828
54,89.7677,1.21414,0.85902,1.04598,0.89456,0.84583,0.8786,0.53887,0.97523,0.60401,0.8657,0.000792325,0.000792325,0.000792325
55,91.421,1.25566,0.89802,1.06539,0.85983,0.89286,0.87766,0.53075,0.95266,0.59027,0.86053,0.000775822,0.000775822,0.000775822
56,93.127,1.20836,0.8221,1.01922,0.90267,0.92857,0.91837,0.56926,0.89707,0.57523,0.85396,0.000759318,0.000759318,0.000759318
57,94.7928,1.21598,0.85046,1.02787,0.95581,1,0.995,0.58144,0.87522,0.55907,0.8497,0.000742815,0.000742815,0.000742815
58,96.4679,1.18967,0.82849,1.02483,0.90849,0.96429,0.94253,0.55659,0.8923,0.58186,0.85586,0.000726312,0.000726312,0.000726312
59,98.1106,1.19201,0.88531,1.04728,0.90704,0.96429,0.93499,0.56788,0.90336,0.60068,0.85625,0.000709809,0.000709809,0.000709809
60,99.8785,1.25524,0.88067,1.05141,0.87762,0.95902,0.90848,0.55916,0.89535,0.58341,0.86172,0.000693305,0.000693305,0.000693305
61,101.541,1.26025,0.84051,1.01434,0.86385,0.96429,0.93292,0.56034,0.8826,0.57312,0.8574,0.000676802,0.000676802,0.000676802
62,103.237,1.21406,0.85055,1.03092,0.84281,0.96429,0.93798,0.56962,0.88035,0.55849,0.85733,0.000660299,0.000660299,0.000660299
63,104.914,1.19164,0.82126,1.04909,0.90977,0.92486,0.92713,0.57424,0.91663,0.54242,0.86533,0.000643795,0.000643795,0.000643795
64,106.583,1.23239,0.83825,1.02858,0.90341,0.92857,0.93223,0.56953,0.95098,0.51039,0.87,0.000627292,0.000627292,0.000627292
65,108.233,1.19673,0.81695,1.0231,0.86877,0.92857,0.92466,0.55049,0.95677,0.52733,0.8684,0.000610789,0.000610789,0.000610789
66,109.866,1.20535,0.81736,1.0228,0.8687,0.92857,0.9148,0.54377,0.97754,0.54528,0.86771,0.000594286,0.000594286,0.000594286
67,111.519,1.1766,0.79026,1.00447,0.9135,0.92857,0.91097,0.53057,0.96045,0.54765,0.86209,0.000577782,0.000577782,0.000577782
68,113.271,1.10706,0.80522,0.96669,0.8192,0.92857,0.91684,0.55309,0.93468,0.53161,0.86016,0.000561279,0.000561279,0.000561279
69,114.943,1.13972,0.80674,0.99583,0.87598,0.86503,0.91099,0.54794,0.97317,0.52245,0.86627,0.000544776,0.000544776,0.000544776
70,116.594,1.16605,0.79296,1.03281,0.91024,0.85714,0.93831,0.55753,0.99394,0.50646,0.87665,0.000528272,0.000528272,0.000528272
71,118.265,1.21038,0.80891,1.02907,0.96769,0.92857,0.95064,0.55322,1.01163,0.50812,0.88208,0.000511769,0.000511769,0.000511769
72,120.019,1.09955,0.75521,0.9894,0.90007,0.92857,0.9214,0.5365,0.9695,0.51792,0.87526,0.000495266,0.000495266,0.000495266
73,121.802,1.08416,0.83465,1.00596,0.93684,0.92857,0.92677,0.53298,0.95913,0.51669,0.87364,0.000478762,0.000478762,0.000478762
74,123.502,1.06372,0.72437,0.96918,0.93497,0.92857,0.92539,0.53587,0.94668,0.51221,0.86651,0.000462259,0.000462259,0.000462259
75,125.256,1.12201,0.77314,1.02118,0.93639,0.96429,0.95131,0.55522,0.93124,0.4857,0.86018,0.000445756,0.000445756,0.000445756
76,127.087,1.07713,0.74446,0.99055,0.86875,0.89286,0.86734,0.53578,0.91388,0.47211,0.85981,0.000429253,0.000429253,0.000429253
77,128.832,1.17991,0.76249,1.00767,0.9052,0.92857,0.90669,0.53285,0.93573,0.48386,0.8617,0.000412749,0.000412749,0.000412749
78,130.573,1.13344,0.75303,0.99537,0.92317,0.92857,0.92198,0.548,0.96565,0.48848,0.86921,0.000396246,0.000396246,0.000396246
79,132.382,1.08914,0.74129,0.96501,0.86868,0.89286,0.89193,0.5281,0.97165,0.49608,0.87069,0.000379743,0.000379743,0.000379743
80,134.178,1.0641,0.72097,0.98411,0.86676,0.89286,0.8842,0.53741,0.95163,0.49742,0.8618,0.000363239,0.000363239,0.000363239
81,135.957,1.08311,0.7567,0.98367,0.9072,0.95549,0.95174,0.54178,0.94254,0.48687,0.86045,0.000346736,0.000346736,0.000346736
82,137.725,1.08356,0.73224,0.97211,0.94732,0.99017,0.995,0.54316,0.943,0.47597,0.85896,0.000330233,0.000330233,0.000330233
83,139.511,1.06005,0.76044,0.99134,0.93525,0.99363,0.98333,0.54929,0.95038,0.47111,0.86022,0.000313729,0.000313729,0.000313729
84,141.339,1.06726,0.72862,0.99151,0.90711,0.9981,0.9724,0.54769,0.92454,0.45614,0.86134,0.000297226,0.000297226,0.000297226
85,143.349,1.0215,0.68064,0.95163,0.92172,1,0.99033,0.56441,0.90451,0.45091,0.85614,0.000280723,0.000280723,0.000280723
86,145.702,1.13165,0.74431,1.01432,0.92975,1,0.99033,0.58829,0.89546,0.4549,0.85274,0.00026422,0.00026422,0.00026422
87,147.663,1.08835,0.7202,0.99061,0.94194,0.96429,0.99267,0.56877,0.90777,0.46332,0.85188,0.000247716,0.000247716,0.000247716
88,149.579,1.05588,0.6879,0.98185,0.91604,0.92816,0.9451,0.55272,0.93318,0.48884,0.85628,0.000231213,0.000231213,0.000231213
89,151.59,1.13754,0.73901,1.0049,0.88501,0.96332,0.93008,0.55787,0.93805,0.489,0.85728,0.00021471,0.00021471,0.00021471
90,153.418,1.04526,0.68726,0.9516,0.95281,0.9902,0.995,0.56855,0.94447,0.47617,0.8601,0.000198206,0.000198206,0.000198206
91,178.049,1.04431,0.76598,0.98687,0.9529,0.99294,0.995,0.57454,0.94161,0.47208,0.86117,0.000181703,0.000181703,0.000181703
92,179.808,1.10419,0.74676,1.00677,0.94985,1,0.995,0.5608,0.95317,0.49078,0.86048,0.0001652,0.0001652,0.0001652
93,181.597,1.01729,0.71409,0.99229,0.9426,1,0.995,0.56734,0.94641,0.48322,0.86011,0.000148696,0.000148696,0.000148696
94,183.239,0.97716,0.70215,0.93379,0.939,1,0.995,0.5732,0.9396,0.4841,0.85866,0.000132193,0.000132193,0.000132193
95,184.919,1.03994,0.74695,1.00517,0.938,1,0.995,0.56833,0.93497,0.48581,0.85856,0.00011569,0.00011569,0.00011569
96,186.718,0.98957,0.71784,0.94926,0.94357,1,0.995,0.55905,0.9246,0.48206,0.85801,9.91865e-05,9.91865e-05,9.91865e-05
97,188.375,1.04121,0.71847,0.96803,0.94624,1,0.995,0.56022,0.92084,0.4783,0.85783,8.26832e-05,8.26832e-05,8.26832e-05
98,190.288,0.96007,0.72722,0.93998,0.9595,1,0.995,0.5531,0.92056,0.48084,0.85799,6.61799e-05,6.61799e-05,6.61799e-05
99,191.929,0.99949,0.70315,0.9647,0.96787,1,0.995,0.56149,0.92006,0.47509,0.85744,4.96766e-05,4.96766e-05,4.96766e-05
100,193.713,1.0048,0.7143,0.9778,0.9698,1,0.995,0.55427,0.9091,0.47405,0.85486,3.31733e-05,3.31733e-05,3.31733e-05
